NAME,RADEG,DEDEG,CZ,LOGMSTAR,MODELU_RCORR,R90,MORPHEL,GRPCZ,FC,LOGMH,DEN1MPC
ECO00290,181.191,1.804,5720.3,9.09,2.2,7.8,E,5993.4,0,13.95,7.47
ECO00291,180.967,1.836,5555.4,9.05,2.08,10.4,E,5993.4,0,13.95,7.47
ECO00292,180.9,2.05,5504.8,8.81,1.79,12.4,L,5993.4,0,13.95,7.42
ECO00293,215.504,11.381,4970.0,8.95,1.97,10.6,E,4894.3,0,11.61,0.74
ECO00294,180.153,2.147,5937.6,9.25,2.19,17.7,L,6048.9,0,11.11,4.65
ECO00295,181.527,2.192,6125.8,8.53,0.85,8.0,L,6125.8,1,10.75,4.24
ECO00296,197.421,2.285,6480.3,8.41,0.76,8.8,L,6480.3,1,10.77,0.4
ECO00297,196.879,2.327,5024.4,8.47,1.01,20.5,L,5024.4,1,10.85,0.16
ECO00298,204.342,2.331,3302.4,8.43,1.48,21.7,E,3302.4,1,10.76,0.19
ECO00299,171.742,2.333,6183.5,8.29,0.95,9.6,L,6183.5,1,10.77,0.17
ECO00300,171.575,2.58,6750.1,8.49,0.62,20.6,L,6750.1,1,10.92,1.25
ECO00301,134.415,2.988,3538.2,8.83,1.71,22.9,L,3640.7,0,13.06,1.45
ECO00302,146.901,3.284,4792.6,8.55,1.09,10.5,L,4792.6,1,10.77,0.47
ECO00303,205.678,3.302,5442.3,8.55,1.4,14.3,L,5452.7,0,11.29,0.4
ECO00304,208.052,3.655,4327.1,8.51,0.78,21.0,L,4329.1,0,11.0,0.92
ECO00305,235.893,3.746,3595.1,8.53,0.95,22.1,L,3595.1,1,10.76,0.44
ECO00306,168.512,17.16,6012.1,8.55,1.07,6.5,L,6012.1,1,10.76,0.51
ECO00307,133.884,17.478,4266.7,8.69,0.9,25.6,L,4266.7,1,10.78,1.11
ECO00308,130.646,17.876,4004.2,8.85,1.48,28.7,L,4004.2,1,10.82,0.96
ECO00309,137.848,18.043,6214.5,8.63,1.6,7.1,E,6214.5,1,10.76,0.27
ECO00310,143.124,18.269,5875.7,8.47,0.78,8.3,L,5875.7,1,10.77,0.41
ECO00311,131.43,18.273,6094.9,8.49,1.02,14.0,L,6094.9,1,10.78,0.75
ECO00312,195.275,11.506,6689.1,8.43,1.12,14.9,L,6689.1,1,10.77,0.26
ECO00313,142.803,18.591,5832.7,8.43,1.14,15.1,L,5832.7,1,10.75,0.45
ECO00314,133.317,18.651,4315.5,8.61,0.91,8.8,E,4290.5,0,11.32,1.54
ECO00315,154.635,18.897,3576.1,8.45,0.74,15.4,L,3576.1,1,10.78,0.72
ECO00316,170.915,19.275,6047.9,8.89,1.68,32.0,L,6047.9,1,10.84,0.63
ECO00317,132.462,19.299,4172.8,9.03,2.03,14.0,E,4075.0,0,11.7,2.58
ECO00318,145.288,19.646,4472.2,8.57,0.84,14.9,L,4472.2,1,10.78,0.36
ECO00319,237.346,20.048,4293.7,8.53,1.17,19.0,L,4293.7,1,10.75,0.36
ECO00320,154.498,21.591,6252.4,8.69,1.19,8.5,L,6252.4,1,10.81,0.82
ECO00321,149.384,21.882,5406.3,8.87,0.89,19.4,L,5406.3,1,10.84,0.22
ECO00322,145.475,11.654,4997.4,8.23,0.67,8.9,L,4968.8,0,11.38,0.62
ECO00323,137.219,21.925,3742.4,8.41,0.8,7.4,E,3742.4,1,10.75,0.19
ECO00324,156.797,22.373,6299.0,8.47,1.04,5.8,E,6299.0,1,10.77,0.78
ECO00325,222.481,22.544,5144.3,8.33,0.78,13.8,L,5144.3,1,10.75,0.27
ECO00326,221.447,22.735,5334.7,8.33,0.59,22.5,L,5334.7,1,10.82,0.96
ECO00327,166.975,22.875,6530.3,8.71,1.25,11.5,L,6480.1,0,12.98,3.73
ECO00328,156.807,23.031,3935.9,8.49,0.73,16.1,L,3935.9,1,10.79,0.37
ECO00329,221.387,23.298,5371.3,8.41,0.84,14.2,L,5371.3,1,10.76,0.94
ECO00330,228.182,23.35,4927.5,8.53,0.87,11.9,L,4927.5,1,10.76,0.48
ECO00331,176.847,23.366,5088.5,8.53,1.13,10.9,L,5088.5,1,10.76,0.24
ECO00332,219.028,13.105,5607.7,8.49,0.89,16.6,L,5607.7,1,10.89,0.29
ECO00333,176.898,23.918,3559.3,8.55,0.95,14.3,E,3559.3,1,10.75,1.49
ECO00334,140.412,28.147,4010.5,8.47,0.79,14.9,L,4010.5,1,10.76,0.52
ECO00335,195.791,28.49,5424.0,9.03,2.03,10.3,E,5424.0,1,10.78,1.54
ECO00336,140.587,28.573,6556.1,8.65,0.88,10.9,L,6505.1,0,11.14,1.1
ECO00337,196.154,29.147,5817.9,8.69,0.68,14.4,L,5914.7,0,12.48,2.55
ECO00338,188.409,29.451,4559.1,8.53,0.96,23.0,L,4559.1,1,10.77,0.75
ECO00339,170.629,13.267,6024.4,8.65,1.14,8.0,L,6024.4,1,10.78,0.49
ECO00340,213.652,29.714,6608.1,8.55,1.01,9.6,L,6608.1,1,10.77,0.23
ECO00341,217.4,29.987,4445.4,8.91,2.03,14.2,E,4452.6,0,12.53,1.27
ECO00342,148.189,30.033,6368.4,8.55,0.78,14.3,L,6368.4,1,10.78,0.64
ECO00343,138.551,30.057,6260.4,8.95,2.03,11.0,E,6452.7,0,13.65,2.37
ECO00344,179.857,30.215,3367.9,8.59,1.45,16.0,E,3367.9,1,10.78,1.49
ECO00345,204.923,30.284,5032.6,8.51,0.94,16.5,L,5032.6,1,10.78,0.88
ECO00346,161.495,30.291,6640.9,8.53,1.08,6.6,E,6640.9,1,10.77,0.2
ECO00347,217.06,30.716,3909.4,8.43,0.73,17.1,L,3816.2,0,11.6,0.88
ECO00348,198.93,30.753,5634.9,8.29,0.71,12.6,L,5672.9,0,11.52,1.26
ECO00349,199.52,31.096,5575.0,8.47,1.24,6.9,L,5603.3,0,11.98,1.42
ECO00350,141.911,11.621,3029.2,8.67,0.96,19.8,L,3029.2,1,10.76,1.3
ECO00351,167.623,13.766,4217.5,8.55,0.81,12.9,E,4217.5,1,10.76,0.16
ECO00352,151.052,31.254,6077.2,8.89,1.9,5.6,E,6138.3,0,13.0,1.59
ECO00353,201.566,31.43,5175.5,8.71,1.2,13.6,L,5175.5,1,10.77,0.97
ECO00354,144.088,31.505,5240.8,8.19,0.67,5.9,L,5240.8,1,10.75,0.16
ECO00355,144.098,31.569,6560.0,9.05,1.94,18.5,E,6560.0,1,10.82,1.46
ECO00356,145.131,31.886,4366.2,8.49,0.94,11.6,L,4366.2,1,10.76,0.58
ECO00357,220.91,32.334,4871.0,8.43,0.78,11.1,L,4871.0,1,10.76,0.15
ECO00358,163.539,32.449,6712.9,8.45,1.06,11.4,L,6702.8,0,11.24,0.41
ECO00359,132.35,32.598,4443.7,8.43,0.78,17.3,L,4443.7,1,10.83,0.24
ECO00360,183.626,14.253,6546.5,8.51,1.18,14.4,L,6546.5,1,10.79,0.66
ECO00361,202.457,33.027,4725.5,8.65,1.39,12.3,L,4725.5,1,10.78,1.06
ECO00362,194.557,33.181,5529.0,8.63,1.29,9.5,E,5529.0,1,10.78,0.17
ECO00363,146.408,33.247,4412.0,8.39,0.77,9.4,L,4412.0,1,10.77,0.56
ECO00364,214.456,33.555,4851.1,8.35,0.68,25.9,L,4851.1,1,10.79,0.16
ECO00365,139.988,33.68,6737.8,9.19,2.29,8.3,E,6780.8,0,13.89,6.25
ECO00366,190.685,34.104,4239.3,8.47,0.96,21.5,L,4256.4,0,10.98,0.93
ECO00367,139.798,34.453,6298.6,8.79,1.95,6.5,E,6437.1,0,12.21,2.07
ECO00368,197.927,34.561,5319.2,8.73,1.22,23.5,L,5319.2,1,10.82,0.38
ECO00369,171.122,34.581,6435.4,8.57,0.68,17.4,L,6435.4,1,10.76,0.62
ECO00370,209.942,34.848,3891.9,8.73,1.24,25.8,L,3808.6,0,11.49,0.91
ECO00371,160.227,34.893,6718.8,8.63,1.43,9.1,L,6718.8,1,10.76,0.74
ECO00372,146.918,34.947,4674.4,8.17,0.61,14.6,L,4648.7,0,11.52,0.84
ECO00373,146.795,35.631,4662.3,8.51,1.12,9.5,L,4662.3,1,10.76,0.78
ECO00374,176.056,35.962,6348.1,8.55,1.12,8.7,L,6348.1,1,10.77,0.92
ECO00375,145.316,35.975,5989.5,8.55,1.17,5.8,E,5989.5,1,10.75,1.13
ECO00376,218.916,36.262,4762.9,8.77,1.24,13.5,E,4762.9,1,10.79,0.21
ECO00377,218.999,36.583,4347.3,9.09,2.07,15.7,E,4323.7,0,12.88,1.67
ECO00378,180.224,15.251,5171.2,8.57,1.0,19.5,L,5138.6,0,11.22,0.67
ECO00379,195.219,37.065,4714.1,8.67,1.73,13.9,E,4714.4,0,11.06,0.87
ECO00380,149.055,37.075,5245.1,8.63,1.66,15.6,L,5138.9,0,11.59,1.12
ECO00381,219.886,37.343,4342.7,8.43,1.28,24.3,L,4342.7,1,10.8,1.79
ECO00382,132.612,37.968,5184.4,8.33,0.94,11.1,L,5184.4,1,10.75,0.3
ECO00383,147.318,38.355,5450.9,8.47,0.71,9.1,L,5450.9,1,10.76,0.82
ECO00384,207.66,38.509,5854.8,8.69,1.34,9.5,E,5854.8,1,10.78,0.95
ECO00385,210.377,38.516,5472.9,8.97,1.92,12.2,E,5713.7,0,12.99,3.0
ECO00386,201.489,38.597,6868.6,8.47,0.79,7.0,E,6868.6,1,10.77,0.18
ECO00387,221.257,38.664,4254.8,8.73,1.31,16.8,L,4480.4,0,12.11,1.2
ECO00388,173.661,15.622,4997.4,8.57,1.06,8.9,E,5064.3,0,11.55,1.08
ECO00389,133.18,38.728,4020.0,8.45,0.77,17.5,L,4020.0,1,10.8,0.38
ECO00390,221.82,38.888,4478.0,8.61,1.13,20.0,L,4478.0,1,10.77,1.14
ECO00391,144.291,38.912,6361.1,9.31,1.33,35.4,L,6361.1,1,10.98,0.44
ECO00392,207.408,40.063,2632.6,8.95,1.41,20.9,E,2674.7,0,13.23,2.65
ECO00393,235.607,40.105,4714.5,8.37,0.8,11.1,L,4694.2,0,11.52,0.61
ECO00394,192.701,40.304,4907.5,8.45,1.11,17.5,L,4907.5,1,10.76,0.71
ECO00395,136.051,41.183,5063.4,8.27,1.1,15.5,L,5063.4,1,10.75,0.16
ECO00396,142.138,41.392,4400.5,8.93,1.02,36.2,L,4400.5,1,10.89,0.9
ECO00397,217.411,41.963,5530.2,8.39,0.83,10.7,L,5532.9,0,11.61,1.77
ECO00398,180.295,15.626,6740.6,8.47,0.87,11.9,L,6740.6,1,10.76,1.35
ECO00399,220.691,42.003,5726.5,8.87,1.92,16.8,E,5678.5,0,13.04,1.73
ECO00400,220.415,42.005,5600.8,8.51,0.67,14.3,L,5600.8,1,10.83,1.78
ECO00401,206.145,42.17,2770.1,8.61,0.92,34.1,L,2770.1,1,10.85,1.69
ECO00402,232.462,42.749,5483.6,8.61,0.92,11.7,L,5722.1,0,13.24,2.36
ECO00403,153.878,43.215,6936.4,8.59,1.15,6.9,L,6936.4,1,10.76,0.69
ECO00404,228.088,43.372,5378.4,8.77,0.82,19.8,L,5378.4,1,10.93,1.1
ECO00405,161.629,43.44,5857.0,8.49,1.54,17.1,L,5857.0,1,10.75,0.21
ECO00406,150.434,43.752,5124.0,8.21,0.75,15.2,L,5124.0,1,10.77,0.55
ECO00407,148.057,43.864,4814.0,8.77,1.12,9.3,L,4814.0,1,10.77,2.72
ECO00408,176.733,15.94,3366.3,8.93,2.02,16.8,E,3366.3,1,10.75,1.8
ECO00409,172.549,44.455,5184.7,8.21,0.63,12.9,L,5184.7,1,10.79,0.16
ECO00410,199.35,44.587,5062.5,8.79,1.33,6.4,E,5062.5,1,10.76,0.2
ECO00411,139.648,44.597,4291.4,8.83,0.81,28.4,L,4291.4,1,10.9,0.68
ECO00412,166.284,46.341,6496.6,8.45,0.88,9.3,L,6496.6,1,10.76,1.58
ECO00413,215.663,46.523,4812.2,8.51,0.81,26.8,L,4812.2,1,10.79,0.25
ECO00414,134.051,46.889,4366.6,8.61,0.98,16.3,L,4366.6,1,10.77,0.42
ECO00415,230.882,46.903,6239.1,8.77,0.96,14.7,L,6239.1,1,10.79,0.3
ECO00416,164.629,24.364,6165.1,8.71,1.42,11.1,L,6198.2,0,12.88,2.54
ECO00417,168.177,48.054,5512.9,8.45,0.8,18.9,L,5512.9,1,10.77,0.49
ECO00418,163.75,48.254,6643.0,8.63,1.62,15.5,E,6643.0,1,10.78,2.39
ECO00419,197.696,48.424,4902.7,8.31,0.83,8.4,L,4902.7,1,10.76,0.22
ECO00420,142.014,48.527,4662.8,8.31,0.69,10.0,L,4757.5,0,11.31,0.49
ECO00421,152.119,48.579,4262.3,8.81,0.95,9.4,E,4262.3,1,10.8,0.19
ECO00422,179.167,49.451,5645.0,8.19,0.89,14.9,L,5645.0,1,10.76,0.31
ECO00423,154.997,49.451,6960.3,8.17,1.11,13.2,L,6960.3,1,10.77,0.28
ECO00424,228.493,33.14,6970.6,8.17,0.85,7.4,L,6970.6,1,10.77,0.42
ECO00425,164.115,24.569,6384.1,8.41,1.01,10.2,L,6384.1,1,10.76,1.23
ECO00426,151.355,47.666,4437.5,8.47,0.94,11.6,L,4437.5,1,10.78,0.33
ECO00427,130.987,1.584,3853.2,8.45,0.85,16.6,E,3853.2,1,10.77,0.6
ECO00428,163.115,-0.607,6266.7,8.55,1.22,4.6,E,6266.7,1,10.75,0.2
ECO00429,162.199,-0.346,4698.2,8.31,0.89,6.7,E,4698.2,1,10.78,0.39
ECO00430,146.283,0.064,6279.9,8.93,2.03,6.0,E,6302.5,0,11.86,1.01
ECO00431,182.764,0.624,5852.8,8.79,1.7,5.9,E,5960.5,0,12.04,3.73
ECO00432,176.804,2.534,5849.7,8.61,1.28,7.5,E,5849.7,1,10.79,1.06
ECO00433,195.214,2.925,5482.6,8.61,1.34,8.5,E,5482.6,1,10.76,0.28
ECO00434,204.884,2.981,6942.3,8.45,0.92,6.6,L,6942.3,1,10.75,2.21
ECO00435,227.653,3.309,6475.5,8.23,0.89,6.3,L,6475.5,1,10.76,0.16
ECO00436,156.38,0.381,6797.3,8.45,0.71,11.2,L,6797.3,1,10.77,0.56
ECO00437,156.351,-0.253,6314.9,8.89,1.88,6.7,E,6314.9,1,10.77,0.97
ECO00438,181.973,13.566,6822.1,8.57,1.03,7.2,L,6802.8,0,11.72,1.89
ECO00439,156.011,0.208,6916.2,8.55,1.18,9.2,L,6853.9,0,11.58,0.59
ECO00440,172.193,1.618,6693.6,8.77,1.37,20.1,L,6693.6,1,10.78,0.76
ECO00441,201.998,2.994,6691.8,8.57,1.35,20.1,L,6691.8,1,10.83,0.73
ECO00442,175.061,25.324,6681.3,8.91,1.8,7.2,E,6703.4,0,12.07,1.56
ECO00443,158.116,3.914,6073.8,8.55,1.06,11.9,L,6073.8,1,10.81,0.21
ECO00444,168.334,3.62,6582.9,8.67,1.71,15.1,L,6587.1,0,11.91,0.61
ECO00445,130.236,37.295,3915.5,8.73,1.43,16.1,L,3915.5,1,10.77,0.52
ECO00446,130.889,37.505,6735.0,8.53,0.96,7.7,L,6735.0,1,10.8,0.32
ECO00447,137.907,46.677,4273.3,8.53,1.0,6.8,E,4284.4,0,11.45,0.92
ECO00448,147.913,44.319,4527.0,8.31,0.59,10.2,L,4720.4,0,13.05,3.38
ECO00449,154.687,44.632,6956.0,8.69,1.8,11.3,L,6956.0,1,10.78,0.57
ECO00450,163.599,47.48,6659.9,9.17,1.93,12.4,L,6680.5,0,12.37,2.63
ECO00451,163.69,48.058,6743.4,8.55,0.8,5.5,E,6743.4,1,10.75,2.25
ECO00452,225.249,25.479,6725.2,8.55,0.77,9.1,L,6725.2,1,10.76,0.49
ECO00453,166.156,47.528,6550.1,8.53,1.02,7.5,E,6550.1,1,10.79,0.99
ECO00454,187.521,49.611,3611.3,8.51,1.25,68.8,L,3611.3,1,10.85,0.2
ECO00455,131.365,28.034,6131.5,8.97,2.04,8.4,E,6131.5,1,10.76,0.95
ECO00456,137.721,31.429,6641.8,8.39,0.96,5.3,E,6641.8,1,10.78,0.39
ECO00457,139.954,33.533,6357.8,8.23,0.68,4.7,E,6780.8,0,13.89,5.96
ECO00458,140.401,34.474,6413.6,10.35,2.07,23.2,L,6413.6,1,12.28,1.84
ECO00459,157.765,25.914,6132.5,9.03,1.98,10.6,E,6062.0,0,12.82,1.68
ECO00460,140.461,33.905,6632.6,8.97,2.04,9.2,E,6632.6,1,10.76,3.06
ECO00461,140.491,33.074,6438.5,8.95,1.95,8.0,E,6329.8,0,11.54,1.7
ECO00462,153.743,38.104,6824.5,9.09,2.24,4.8,E,6824.5,1,10.75,1.3
ECO00463,153.826,41.179,6905.0,8.45,1.22,7.3,L,6905.0,1,10.75,0.68
ECO00464,162.592,45.656,6689.1,8.55,1.26,8.9,L,6689.1,1,10.77,0.69
ECO00465,166.133,45.111,6563.8,8.71,1.65,7.1,E,6550.2,0,13.22,2.21
ECO00466,167.724,42.374,6322.3,8.43,0.73,14.9,L,6322.3,1,10.81,0.58
ECO00467,213.61,26.082,5319.3,8.49,1.29,13.2,L,5319.3,1,10.77,0.68
ECO00468,219.136,41.422,5654.7,8.73,0.89,14.9,E,5654.7,1,10.81,1.87
ECO00469,138.956,18.943,4041.1,8.65,1.16,7.3,E,4041.1,1,10.76,0.6
ECO00470,188.009,49.632,4429.2,8.87,0.92,32.7,L,4429.2,1,11.09,0.19
ECO00471,136.764,3.818,3580.1,8.75,1.62,24.7,L,3580.1,1,10.81,1.32
ECO00472,138.237,35.295,6965.6,8.67,1.04,10.0,L,6965.6,1,10.76,2.0
ECO00473,139.974,33.7,5627.3,8.91,1.23,17.4,L,5688.0,0,11.3,0.31
ECO00474,194.419,26.205,6072.2,9.03,2.0,12.5,E,6072.2,1,10.79,1.61
ECO00475,140.058,32.701,6953.5,9.21,1.83,19.4,L,6893.7,0,11.18,2.82
ECO00476,140.887,39.851,4194.1,8.43,0.87,9.4,E,4194.1,1,10.76,0.49
ECO00477,145.539,40.219,5430.1,9.01,1.54,26.6,L,5430.1,1,10.83,0.75
ECO00478,145.958,34.991,6111.2,8.55,1.14,18.9,L,6111.2,1,10.78,1.02
ECO00479,148.891,37.587,6917.6,8.63,1.76,9.7,L,6787.6,0,12.11,1.49
ECO00480,151.631,2.483,6541.5,8.35,0.9,8.7,L,6539.9,0,11.27,1.34
ECO00481,156.029,37.514,6793.6,8.47,0.7,12.0,L,6793.6,1,10.8,0.66
ECO00482,206.906,26.486,5171.7,8.65,0.92,17.0,E,5171.7,1,10.77,0.37
ECO00483,157.884,44.885,6949.3,8.23,0.67,9.8,L,6912.4,0,10.95,0.65
ECO00484,158.143,40.795,6869.4,8.41,0.69,7.0,L,6869.4,1,10.76,0.77
ECO00485,163.487,46.519,6934.7,8.61,1.62,12.0,L,6753.4,0,11.9,1.81
ECO00486,172.25,3.854,6417.2,8.35,1.0,4.1,E,6417.2,1,10.75,0.52
ECO00487,178.043,48.893,5801.3,8.35,0.82,6.0,L,5801.3,1,10.77,0.32
ECO00488,182.635,44.601,7000.6,8.37,0.99,8.5,L,6973.6,0,11.74,1.09
ECO00489,184.831,41.538,6848.6,8.37,0.87,5.6,L,6848.6,1,10.77,0.8
ECO00490,185.73,3.132,6224.1,8.35,0.99,11.4,L,6217.6,0,11.54,0.56
ECO00491,180.063,26.496,3551.6,8.49,1.17,14.0,E,3551.6,1,10.75,0.86
ECO00492,187.315,41.473,6423.1,8.55,0.64,26.8,L,6423.1,1,10.85,0.33
ECO00493,191.624,47.495,4818.9,8.77,1.23,15.6,L,4818.9,1,10.81,0.51
ECO00494,199.131,3.06,5996.2,8.57,1.25,14.2,L,5972.7,0,11.4,1.31
ECO00495,205.071,3.84,6690.4,8.37,0.74,12.4,L,6706.8,0,11.16,2.32
ECO00496,210.66,39.351,5457.1,8.71,0.82,16.9,L,5457.1,1,10.84,0.74
ECO00497,212.981,37.15,6769.2,8.57,0.99,7.9,E,6769.2,1,10.76,0.61
ECO00498,224.869,39.179,4197.8,8.43,0.89,34.3,L,4197.8,1,10.81,0.26
ECO00499,227.075,42.575,5719.4,8.41,0.69,15.0,L,5719.4,1,10.75,1.05
ECO00500,147.012,26.66,4882.1,8.47,0.76,8.0,E,4882.1,1,10.79,0.16
ECO00501,235.778,35.544,5838.7,8.87,1.06,6.9,L,5838.7,1,10.85,0.29
ECO00502,139.065,34.722,6750.6,8.71,1.53,15.9,L,6750.6,1,10.78,3.28
ECO00503,148.976,37.395,6647.0,8.59,0.9,18.7,L,6720.0,0,10.96,1.44
ECO00504,154.126,39.078,6590.3,8.49,0.85,16.7,L,6590.3,1,10.79,3.01
ECO00505,161.167,2.259,5491.6,8.41,0.78,19.7,L,5491.6,1,10.75,0.96
ECO00506,163.133,39.725,6445.9,8.45,0.93,12.3,L,6445.9,1,10.76,0.2
ECO00507,171.985,3.711,6687.9,8.53,0.63,16.0,L,6553.2,0,10.98,0.79
ECO00508,184.749,48.871,6808.9,8.55,1.23,21.0,L,6808.9,1,10.79,0.16
ECO00509,159.947,26.747,5679.0,8.53,1.26,13.0,L,5725.5,0,11.49,0.32
ECO00510,186.123,48.553,4113.0,8.57,0.99,30.8,L,4113.0,1,10.78,0.32
ECO00511,201.231,3.549,6634.8,8.43,0.87,12.6,L,6573.7,0,10.95,0.77
ECO00512,204.183,3.276,6359.4,8.59,1.44,11.8,L,6359.4,1,10.75,0.59
ECO00513,228.99,46.791,5925.0,8.47,0.73,21.9,L,5925.0,1,10.75,0.4
ECO00514,233.472,40.776,6002.4,8.71,0.69,19.6,L,6002.4,1,10.79,0.51
ECO00515,233.776,43.056,5919.1,8.53,0.61,15.3,L,5919.1,1,10.79,2.89
ECO00516,143.477,38.812,5974.8,8.73,1.22,10.0,E,5974.8,1,10.75,0.51
ECO00517,158.557,45.508,6897.9,8.53,0.91,6.7,L,6893.5,0,11.1,0.76
ECO00518,161.694,3.162,6477.5,8.49,1.14,25.9,L,6514.2,0,11.23,0.78
ECO00519,198.243,12.478,3292.9,8.27,0.67,7.9,E,3313.3,0,12.26,0.82
ECO00520,198.16,26.799,6671.2,8.45,0.96,20.6,L,6671.2,1,10.81,0.47
ECO00521,200.834,3.72,6140.0,8.65,1.22,14.1,L,6140.0,1,10.77,0.69
ECO00522,197.974,-0.858,5292.8,8.45,0.99,31.7,L,5382.7,0,11.03,1.38
ECO00523,136.499,22.914,6260.3,8.55,1.54,11.2,E,6260.3,1,10.75,0.16
ECO00524,142.159,16.121,6439.0,8.37,1.06,6.1,L,6439.0,1,10.75,0.15
ECO00525,169.658,26.858,6898.5,8.53,1.11,12.7,L,6898.5,1,10.83,0.51
ECO00526,146.596,23.669,3970.6,8.23,0.6,18.3,L,3970.6,1,10.92,0.6
ECO00527,149.471,22.123,6135.1,8.71,1.37,8.2,L,6135.1,1,10.77,0.72
ECO00528,151.03,22.493,6088.1,8.59,1.48,18.0,L,6088.1,1,10.78,1.0
ECO00529,153.673,29.286,6417.1,8.63,1.43,5.8,E,6435.1,0,11.25,0.42
ECO00530,156.161,29.943,6274.6,8.49,1.29,9.6,L,6274.6,1,10.77,0.55
ECO00531,157.43,20.432,6999.5,9.01,1.16,15.2,E,6999.5,1,10.79,0.38
ECO00532,158.019,22.797,6310.3,8.61,1.28,8.9,L,6310.3,1,10.78,0.66
ECO00533,194.826,26.89,5469.9,8.81,1.94,16.1,E,5469.9,1,10.76,1.34
ECO00534,158.976,28.168,6395.3,8.27,0.95,9.1,E,6395.3,1,10.77,0.6
ECO00535,161.956,16.042,6644.8,9.03,2.07,3.6,E,6644.8,1,10.77,0.94
ECO00536,166.87,22.854,6136.1,8.57,0.96,18.1,L,6480.1,0,12.98,3.68
ECO00537,166.891,22.944,6514.3,8.75,1.72,10.4,L,6480.1,0,12.98,3.81
ECO00538,168.384,23.158,6872.9,8.87,1.85,13.0,L,6777.6,0,12.35,2.24
ECO00539,169.877,28.641,6262.7,9.17,2.0,18.9,L,6242.7,0,12.53,0.67
ECO00540,170.841,30.0,6867.3,8.57,0.76,23.8,L,6979.3,0,11.76,1.87
ECO00541,171.76,28.242,6970.9,8.61,1.36,11.7,L,6970.9,1,10.76,1.75
ECO00542,217.344,27.51,4317.7,8.69,1.82,14.1,L,4295.1,0,12.71,2.26
ECO00543,178.622,28.765,6783.2,8.61,1.43,7.1,E,6783.2,1,10.77,0.79
ECO00544,181.467,29.447,3719.0,8.53,0.75,24.2,L,3719.0,1,10.78,1.07
ECO00545,183.493,32.331,6823.4,8.51,0.82,7.5,L,6621.5,0,12.59,1.59
ECO00546,188.037,30.715,6952.5,8.55,0.84,14.5,L,6952.5,1,10.79,0.61
ECO00547,190.878,33.417,6946.8,8.35,0.68,11.5,L,6946.8,1,10.75,1.48
ECO00548,191.752,30.728,6657.1,8.75,1.39,5.1,E,6657.1,1,10.78,0.99
ECO00549,191.852,29.207,6989.7,8.47,1.34,10.7,L,6961.9,0,11.1,1.99
ECO00550,137.235,27.514,6492.9,8.57,1.08,12.6,L,6623.4,0,10.94,0.65
ECO00551,192.339,34.258,6731.5,8.93,2.01,13.8,E,6716.0,0,11.48,0.95
ECO00552,193.904,35.34,6684.1,8.63,1.56,18.0,L,6684.1,1,10.84,0.48
ECO00553,194.206,31.499,6894.6,8.35,1.07,14.0,L,6952.6,0,11.33,0.98
ECO00554,194.218,28.188,6495.1,8.71,1.81,19.6,L,6589.0,0,14.45,22.45
ECO00555,199.538,34.2,6119.5,8.63,0.7,13.5,L,6119.5,1,10.78,0.22
ECO00556,200.688,30.887,6801.3,8.47,0.76,11.1,L,6801.3,1,10.75,1.34
ECO00557,203.628,34.659,6619.4,9.31,2.38,12.1,E,6504.8,0,11.22,0.47
ECO00558,133.366,27.747,3956.7,8.53,0.86,11.9,L,3956.7,1,10.77,0.29
ECO00559,204.262,36.273,6983.7,9.11,0.93,23.4,L,7057.6,1,11.42,1.01
ECO00560,206.622,30.405,5068.1,8.97,1.55,36.2,L,5068.1,1,11.06,0.39
ECO00561,199.605,3.977,6211.4,8.35,1.23,27.4,L,6211.4,1,10.8,1.01
ECO00562,236.034,22.98,6996.4,8.69,1.37,25.5,L,7000.8,1,10.97,0.9
ECO00563,198.113,33.221,6894.5,8.41,1.24,15.6,L,6985.7,0,11.32,0.59
ECO00564,162.583,16.313,6221.5,8.99,2.06,7.6,E,6330.9,0,13.08,1.89
ECO00565,167.466,23.915,6143.3,8.51,0.79,7.2,E,6143.3,1,10.75,0.89
ECO00566,193.298,27.838,6930.3,8.99,2.07,8.0,E,6930.3,1,10.75,3.3
ECO00567,189.706,29.972,6979.5,8.41,0.91,12.2,L,6979.5,1,10.75,1.36
ECO00568,237.344,18.379,4055.5,8.77,1.27,37.9,L,4096.9,0,12.04,0.8
ECO00569,130.113,18.574,4491.7,8.81,0.76,30.7,L,4491.7,1,10.87,0.74
ECO00570,170.972,30.053,6843.4,8.17,0.65,18.4,L,6979.3,0,11.76,1.75
ECO00571,183.765,31.535,6719.8,8.77,1.44,24.8,L,6719.8,1,10.82,1.51
ECO00572,165.122,23.399,6306.5,8.33,1.06,18.3,L,6306.5,1,10.76,1.94
ECO00573,136.525,16.205,5577.4,8.47,1.05,4.3,E,5577.4,1,10.75,0.16
ECO00574,146.4,21.465,4887.6,8.55,1.09,28.4,L,4887.6,1,10.84,0.3
ECO00575,207.375,34.797,5183.9,8.95,1.8,35.4,L,5183.9,1,10.89,1.04
ECO00576,194.154,27.885,6305.5,9.11,2.0,11.8,L,6589.0,0,14.45,23.87
ECO00577,205.241,31.419,5037.1,8.65,1.67,27.3,L,5037.1,1,10.78,1.0
ECO00578,148.539,28.105,6066.1,8.93,1.43,31.6,L,6066.1,1,10.93,0.37
ECO00579,179.746,29.193,3440.1,8.69,1.47,34.2,L,3440.1,1,10.83,1.37
