NAME,RADEG,DEDEG,CZ,LOGMSTAR,MODELU_RCORR,R90,MORPHEL,GRPCZ,FC,LOGMH,DEN1MPC
ECO07126,186.734,9.544,7464.3,10.03,2.23,13.4,L,7464.3,1,11.24,1.31
ECO07127,187.836,36.574,6903.1,9.17,1.26,19.7,L,6848.5,0,11.85,0.88
ECO07128,187.856,29.186,4413.6,8.71,0.63,20.0,L,4481.6,0,11.77,0.94
ECO07129,189.685,32.018,6692.4,8.89,1.54,22.6,L,6808.8,0,12.54,1.42
ECO07130,191.097,40.697,5451.8,9.03,0.83,12.7,L,5274.9,0,11.84,0.7
ECO07131,193.878,27.544,7032.6,9.99,2.12,20.7,L,6589.0,0,14.45,17.62
ECO07132,195.979,28.188,6891.0,10.07,2.07,18.2,E,6425.0,0,13.33,7.56
ECO07133,196.446,41.775,7358.1,9.55,0.89,15.5,L,7295.9,0,12.41,0.55
ECO07134,197.758,35.469,4959.8,8.81,0.65,24.2,L,4959.8,1,10.85,1.16
ECO07135,150.848,48.366,7456.0,10.63,2.1,25.0,L,7456.0,1,11.93,0.34
ECO07136,198.301,30.362,6545.1,9.21,1.2,9.6,L,6545.1,1,11.02,0.96
ECO07137,198.914,29.611,6540.9,9.39,1.2,17.0,L,6641.2,0,12.37,1.48
ECO07138,200.928,31.515,5306.8,10.15,2.3,21.1,E,5306.8,1,11.28,0.65
ECO07139,201.0,30.932,6721.8,10.29,2.46,17.9,L,6789.6,0,12.64,1.26
ECO07140,202.407,26.423,7323.9,8.83,0.65,15.1,L,7359.0,0,11.61,1.43
ECO07141,203.928,3.002,6575.4,9.23,1.37,12.0,L,6515.1,0,12.22,1.19
ECO07142,203.906,35.618,6984.2,8.99,0.94,12.9,L,6984.2,1,10.98,1.12
ECO07143,204.463,5.251,6758.4,10.35,2.39,14.9,E,6741.7,0,11.94,3.96
ECO07144,204.565,32.791,7316.0,9.17,1.38,15.1,L,7365.3,0,11.94,1.86
ECO07145,205.071,2.444,6988.4,9.21,0.86,29.3,L,6920.0,0,12.15,1.68
ECO07146,150.87,46.628,4871.1,10.43,1.69,29.1,L,4871.1,1,11.57,0.29
ECO07147,205.301,5.054,6988.8,9.37,1.54,12.7,L,6922.5,0,13.17,4.84
ECO07148,207.312,35.295,5155.7,10.13,2.22,18.5,E,5141.2,0,12.09,1.19
ECO07149,207.346,4.259,7166.7,9.25,1.55,18.4,L,7047.3,0,12.94,2.65
ECO07150,207.61,28.133,7197.4,8.93,1.16,23.7,L,7154.5,0,11.75,0.35
ECO07151,207.824,14.109,6158.0,8.57,0.76,13.6,L,6132.6,1,10.93,0.45
ECO07152,208.048,2.315,7022.9,9.85,2.37,9.1,E,7047.2,0,13.36,1.39
ECO07153,208.184,0.803,4511.7,9.75,2.02,60.9,L,4405.2,0,12.45,0.81
ECO07154,209.074,13.519,6859.4,10.11,2.19,16.6,E,6882.5,0,12.56,1.66
ECO07155,210.485,8.944,5833.5,9.19,1.68,18.8,L,5941.5,0,13.7,3.18
ECO07156,150.765,10.746,2875.2,8.99,1.08,32.1,L,2875.2,1,10.98,0.37
ECO07157,212.741,6.372,5890.0,10.25,1.6,34.3,L,5875.3,0,12.34,0.81
ECO07158,214.223,10.798,6891.1,11.11,2.25,31.3,L,7129.7,0,13.77,2.6
ECO07159,214.677,24.922,4536.2,9.09,1.48,13.5,E,4536.2,1,10.94,1.99
ECO07160,217.021,25.831,4605.7,9.45,1.99,19.9,E,4479.8,0,13.54,5.05
ECO07161,217.124,25.86,4968.9,9.03,0.98,32.5,L,4479.8,0,13.54,4.81
ECO07162,216.995,25.866,4648.6,8.85,0.9,28.0,L,4479.8,0,13.54,4.98
ECO07163,217.718,6.036,7434.0,9.91,2.22,13.3,L,7444.3,0,12.66,0.64
ECO07164,227.791,46.172,4863.9,8.71,1.0,22.0,L,4863.9,1,10.83,0.19
ECO07165,231.014,46.574,5294.8,9.09,0.91,27.2,L,5292.9,0,11.68,0.5
ECO07166,237.062,26.281,6846.4,9.43,2.15,21.7,L,6932.2,0,11.79,0.44
ECO07167,150.896,37.447,6596.3,10.79,2.31,92.1,E,6409.5,1,12.14,1.16
ECO07168,171.365,-0.97,7458.5,8.69,1.26,11.5,L,7458.5,1,10.86,0.68
ECO07169,170.006,-0.968,7249.1,9.87,1.96,13.3,L,7222.0,0,12.42,0.93
ECO07170,155.293,-0.948,7150.8,8.95,0.98,18.5,L,7150.8,1,10.93,0.16
ECO07171,180.368,-0.892,6197.6,8.79,1.5,11.0,L,6197.6,1,10.79,0.61
ECO07172,197.413,-0.89,5214.3,8.77,1.04,22.1,L,5322.6,0,12.89,1.53
ECO07173,147.375,-0.859,5647.9,9.67,2.01,26.2,L,5647.9,1,11.14,0.2
ECO07174,185.083,-0.849,7194.5,8.79,0.75,19.8,L,7194.5,1,10.9,0.23
ECO07175,197.983,-0.837,5472.6,9.47,2.07,8.2,E,5382.7,1,11.03,1.33
ECO07176,235.077,-0.813,3773.8,8.55,1.0,13.0,L,3773.8,1,10.78,0.22
ECO07177,202.34,-0.78,4822.8,8.83,1.13,27.5,L,4822.8,1,10.91,0.24
ECO07178,150.883,33.756,6171.0,9.77,1.0,21.9,L,6171.0,1,11.38,0.49
ECO07179,168.095,-0.778,5346.2,8.79,1.09,19.7,L,5346.2,1,11.05,0.2
ECO07180,210.708,-0.772,7195.7,8.59,0.83,17.4,L,7195.7,1,10.87,1.4
ECO07181,197.184,-0.767,5512.1,9.09,1.97,14.2,E,5322.6,0,12.89,1.58
ECO07182,191.33,-0.76,6791.9,9.31,1.2,38.2,L,6853.9,1,11.36,0.55
ECO07183,141.596,-0.718,5379.6,8.93,1.25,11.7,L,5379.6,1,10.92,0.2
ECO07184,168.562,-0.717,5093.1,8.71,0.85,16.9,L,5093.1,1,10.92,0.17
ECO07185,211.921,-0.716,7429.5,8.97,1.14,10.5,L,7429.5,1,10.94,0.96
ECO07186,188.249,-0.7,7093.3,9.79,2.13,14.3,E,7093.3,1,11.1,0.22
ECO07187,191.212,-0.696,6915.9,8.95,0.97,19.4,L,6853.9,0,11.36,0.6
ECO07188,176.68,-0.678,5400.5,9.01,1.2,9.8,E,5400.5,1,10.84,0.48
ECO07189,150.96,33.401,5145.2,9.25,0.87,12.0,L,5145.2,1,11.16,0.72
ECO07190,152.15,-0.677,6186.5,8.53,0.9,9.5,L,6208.9,0,11.73,0.99
ECO07191,171.472,-0.664,5468.3,8.41,0.77,12.6,L,5454.7,1,10.92,0.33
ECO07192,171.467,-0.662,5441.0,8.27,0.9,9.6,L,5454.7,0,10.92,0.33
ECO07193,180.462,-0.655,5725.6,8.83,1.32,25.4,L,5725.6,1,11.07,0.27
ECO07194,181.109,-0.632,5973.9,8.99,1.06,14.2,L,5973.9,1,11.05,1.08
ECO07195,170.751,-0.615,6967.9,8.51,0.73,5.7,L,6967.9,1,10.81,0.45
ECO07196,171.375,-0.613,7385.9,9.59,1.89,21.3,L,7385.9,1,11.15,0.89
ECO07197,179.671,-0.597,6266.1,8.93,1.18,20.8,L,6257.8,0,11.85,0.57
ECO07198,196.934,-0.574,5423.3,8.93,1.22,21.0,L,5423.3,1,10.88,1.24
ECO07199,130.607,37.221,3834.2,10.63,2.41,43.9,E,3834.2,1,11.7,0.43
ECO07200,133.623,36.452,6873.2,10.21,1.21,24.5,L,6873.2,1,11.58,0.55
ECO07201,151.02,45.035,7069.1,10.05,0.95,21.1,L,7069.1,1,11.64,0.88
ECO07202,206.314,-0.528,6780.2,8.83,0.88,15.3,L,6780.2,1,10.94,0.27
ECO07203,197.1,-0.482,5188.9,8.97,1.35,21.1,L,5188.9,1,10.83,1.08
ECO07204,203.753,-0.448,6511.0,8.85,1.22,10.1,L,6511.0,1,10.92,0.94
ECO07205,211.181,-0.424,7287.6,8.31,1.05,7.6,L,7330.8,0,11.27,1.99
ECO07206,211.17,-0.413,7418.5,9.03,1.06,10.8,L,7330.8,0,11.27,2.03
ECO07207,177.713,-0.408,5638.6,8.75,1.15,9.8,L,5638.6,1,10.81,0.28
ECO07208,183.799,-0.4,6114.4,8.79,0.82,23.3,L,6108.2,0,11.22,2.13
ECO07209,180.635,-0.389,6386.7,8.49,0.73,14.2,L,6386.7,1,10.79,0.55
ECO07210,151.022,31.186,6153.7,11.29,2.13,108.6,L,6138.3,1,13.0,1.63
ECO07211,159.029,-0.383,4878.5,8.71,1.23,12.2,L,4878.5,1,10.87,0.16
ECO07212,159.652,-0.327,5329.4,8.65,0.84,22.5,L,5421.8,0,12.73,1.36
ECO07213,171.428,-0.323,7405.6,9.17,0.82,18.1,L,7405.6,1,11.07,0.86
ECO07214,170.87,-0.308,7094.3,8.49,0.82,10.5,L,7094.3,1,10.85,1.0
ECO07215,200.661,-0.282,4118.9,8.89,1.07,26.2,L,4118.9,1,10.9,0.15
ECO07216,196.962,-0.279,5158.9,8.67,1.22,6.9,E,5158.9,1,10.77,0.81
ECO07217,210.876,-0.251,7345.5,8.97,1.41,13.2,L,7345.5,1,10.96,1.9
ECO07218,186.714,-0.209,7422.5,8.83,1.16,22.2,L,7422.5,1,10.95,0.33
ECO07219,188.834,-0.179,6922.5,9.05,1.05,8.9,L,6771.0,0,12.65,2.27
ECO07220,170.188,-0.148,7316.3,9.75,1.7,8.7,L,7390.7,0,11.47,1.54
ECO07221,150.995,22.276,6028.9,10.95,2.5,32.1,E,5984.8,1,12.29,0.96
ECO07222,141.44,-0.114,7284.5,9.93,2.08,19.5,E,7284.5,1,11.23,0.44
ECO07223,183.362,-0.097,6148.6,9.55,1.97,21.6,E,6151.0,0,11.4,2.35
ECO07224,151.221,-0.058,6264.5,9.75,1.45,25.1,L,6264.5,1,11.18,1.1
ECO07225,183.878,-0.049,7303.6,9.05,1.08,15.4,L,7303.6,1,10.96,0.27
ECO07226,181.781,-0.02,6126.2,8.55,1.0,17.0,L,6174.8,0,11.54,1.26
ECO07227,136.408,0.003,5419.1,8.83,1.35,26.2,L,5471.0,1,11.02,0.98
ECO07228,184.627,0.013,6248.6,8.73,1.09,7.3,L,6248.6,1,10.83,1.37
ECO07229,175.855,0.014,5358.8,8.49,0.7,16.0,L,5358.8,1,10.81,0.78
ECO07230,216.987,0.023,7361.6,8.99,1.1,18.7,L,7361.6,1,10.92,0.17
ECO07231,177.157,0.025,5586.7,8.47,1.04,13.2,L,5586.7,1,10.76,0.32
ECO07232,150.999,14.424,6860.6,10.57,2.49,16.0,E,6860.6,1,11.63,0.5
ECO07233,188.759,0.038,6709.2,9.15,0.95,19.3,L,6709.2,1,11.04,2.13
ECO07234,181.383,0.039,6357.2,8.63,1.0,16.6,L,6357.2,1,10.79,0.55
ECO07235,183.251,0.044,6146.5,8.93,0.75,17.0,L,6146.5,1,10.99,2.4
ECO07236,203.137,0.061,6470.4,8.87,1.78,14.2,L,6470.4,1,10.87,1.22
ECO07237,208.101,0.089,6982.5,8.59,1.02,7.0,L,6982.5,1,10.81,0.36
ECO07238,169.732,0.09,5609.5,9.15,1.22,19.1,L,5609.5,1,11.0,0.26
ECO07239,170.207,0.104,7332.7,9.11,1.3,8.6,L,7326.4,0,11.63,1.77
ECO07240,167.096,0.113,7346.8,8.89,0.9,5.4,L,7346.8,1,10.98,1.02
ECO07241,174.874,0.116,5737.3,9.09,0.93,6.3,E,5737.3,1,10.96,0.54
ECO07242,159.567,0.12,5601.0,8.57,0.98,15.6,L,5568.5,0,11.14,0.84
ECO07243,150.987,1.512,7315.6,10.37,2.19,15.1,E,7315.6,1,11.6,0.16
ECO07244,151.079,0.12,6380.2,9.43,1.18,19.4,L,6380.2,1,11.06,0.53
ECO07245,175.342,0.127,5103.5,8.61,1.22,27.2,L,5103.5,1,10.9,0.25
ECO07246,169.689,0.164,7348.6,8.63,0.89,7.6,L,7328.4,0,11.68,1.64
ECO07247,167.494,0.181,5515.4,9.03,0.83,16.6,L,5515.4,1,10.99,0.29
ECO07248,154.374,0.201,6151.2,8.97,1.35,15.6,L,6151.2,1,10.87,0.72
ECO07249,141.351,0.211,7309.9,8.43,0.89,9.3,L,7309.9,1,10.8,0.45
ECO07250,189.127,0.221,3600.6,8.57,0.94,34.3,L,3600.6,1,10.87,0.51
ECO07251,187.84,0.24,6879.2,8.79,1.7,10.6,L,6879.2,1,10.81,1.98
ECO07252,147.193,0.272,5860.0,9.43,0.86,15.0,L,5833.6,1,11.27,0.84
ECO07253,151.164,0.282,6326.0,9.65,2.09,14.3,E,6326.0,1,11.05,0.83
ECO07254,151.133,38.006,6930.4,10.47,1.26,22.3,L,6930.4,1,11.88,0.54
ECO07255,175.687,0.282,5342.5,8.63,1.18,12.3,L,5368.5,0,11.75,0.78
ECO07256,189.773,0.283,6952.7,9.45,2.28,8.1,L,6827.8,0,12.8,1.66
ECO07257,202.516,0.3,6381.4,8.77,1.06,31.8,L,6426.8,0,12.17,1.24
ECO07258,202.509,0.317,6513.2,9.45,2.11,12.4,E,6426.8,0,12.17,1.26
ECO07259,170.185,0.32,7312.0,8.75,1.0,23.4,L,7164.0,0,12.71,1.75
ECO07260,145.775,0.32,7285.8,8.43,1.02,10.2,L,7324.9,0,11.73,0.5
ECO07261,187.658,0.344,6561.4,9.13,1.98,14.0,E,6561.4,1,10.85,0.67
ECO07262,142.357,0.355,5696.1,8.43,1.01,8.8,L,5696.1,1,10.78,0.17
ECO07263,188.687,0.367,6649.6,9.19,1.03,10.8,E,6649.6,1,10.96,1.5
ECO07264,145.827,0.373,6298.6,8.79,1.28,33.6,L,6298.6,1,11.01,0.92
ECO07265,151.199,46.719,7284.5,10.71,2.31,30.7,E,7211.6,1,12.19,1.15
ECO07266,160.167,0.375,6382.0,8.33,0.98,9.9,L,6382.0,1,10.78,0.34
ECO07267,182.869,0.379,5963.0,9.19,1.02,13.8,L,5978.2,1,11.05,3.39
ECO07268,166.458,0.403,5420.3,9.01,1.05,13.2,E,5420.3,1,10.96,0.25
ECO07269,170.219,0.408,7332.9,8.85,1.36,16.7,L,7164.0,0,12.71,1.68
ECO07270,183.193,0.409,5981.1,8.77,0.75,16.9,L,5981.1,1,10.93,3.11
ECO07271,143.81,0.409,7446.0,10.53,2.34,21.1,E,7446.0,1,11.61,0.34
ECO07272,170.61,0.425,6859.6,9.25,1.21,19.3,L,6859.6,1,10.97,0.47
ECO07273,208.279,0.442,7429.4,8.95,0.79,7.1,L,7351.7,0,11.6,0.41
ECO07274,187.94,0.453,6594.9,8.71,1.96,8.3,E,6752.1,0,12.76,3.08
ECO07275,195.02,0.453,6574.7,9.65,1.65,8.7,E,6574.7,1,11.09,0.23
ECO07276,151.094,13.621,2714.2,10.23,2.06,47.0,L,2714.2,1,11.51,0.86
ECO07277,188.107,0.457,6799.4,8.95,1.77,13.5,L,6799.4,1,10.87,2.98
ECO07278,217.723,0.463,3998.1,8.19,0.87,11.3,L,3998.1,1,10.78,0.17
ECO07279,148.444,0.494,6033.1,9.01,0.87,26.4,L,6033.1,1,11.06,1.2
ECO07280,192.821,0.521,3985.3,8.79,0.75,8.9,L,3985.3,1,10.92,0.15
ECO07281,187.717,0.527,6839.8,9.25,1.49,21.2,L,6752.1,0,12.76,2.9
ECO07282,187.748,0.542,7014.2,9.75,2.11,16.3,E,6752.1,0,12.76,3.03
ECO07283,162.969,0.554,5413.7,8.71,1.1,31.1,L,5413.7,1,10.88,0.47
ECO07284,173.222,0.568,5706.3,8.85,1.14,18.5,L,5706.3,1,10.91,0.97
ECO07285,170.675,0.592,6994.0,9.01,1.28,15.7,L,6994.0,1,10.9,0.67
ECO07286,182.71,0.596,5856.4,8.81,1.28,10.1,L,5960.5,0,12.04,3.67
ECO07287,151.123,14.769,6843.3,10.09,1.92,33.9,L,6843.3,1,11.4,0.41
ECO07288,187.842,0.61,6430.8,9.05,2.01,11.3,E,6752.1,0,12.76,2.94
ECO07289,151.383,0.611,5954.1,9.91,1.83,14.7,E,6146.8,0,12.72,1.43
ECO07290,151.484,0.617,6299.1,8.97,1.77,14.8,L,6146.8,0,12.72,1.37
ECO07291,182.685,0.626,6136.3,9.13,1.8,12.6,L,5960.5,0,12.04,3.86
ECO07292,167.142,0.628,7357.5,8.79,0.88,6.3,L,7364.2,0,11.19,1.11
ECO07293,184.855,0.631,6370.8,10.19,2.24,18.3,E,6351.5,1,11.44,0.74
ECO07294,151.655,0.633,6195.7,9.81,2.0,14.1,L,6195.7,1,11.17,1.51
ECO07295,187.698,0.636,7065.4,9.87,2.12,17.2,E,6752.1,0,12.76,2.96
ECO07296,191.848,0.644,6925.9,8.49,1.09,17.5,L,6925.9,1,10.78,0.46
ECO07297,184.817,0.648,6332.2,8.91,1.86,20.0,L,6351.5,0,11.44,0.67
ECO07298,151.225,5.063,3791.0,10.57,2.12,90.7,E,3791.0,1,11.73,0.62
ECO07299,164.011,0.662,5470.3,8.57,0.82,13.0,L,5470.3,1,10.85,0.33
ECO07300,182.63,0.673,5845.1,9.35,2.31,2.9,E,5960.5,0,12.04,3.97
ECO07301,139.776,0.678,5105.8,9.09,1.48,18.2,L,5105.8,1,10.88,1.26
ECO07302,205.521,0.718,6727.8,8.95,0.83,6.8,L,6727.8,1,10.95,1.04
ECO07303,140.139,0.721,4982.4,9.19,1.88,21.0,L,5053.5,0,12.67,1.57
ECO07304,199.928,0.743,7024.7,8.73,0.97,19.1,L,7024.7,1,10.84,0.69
ECO07305,187.706,0.745,6729.7,9.09,1.72,14.4,L,6752.1,0,12.76,2.44
ECO07306,182.551,0.754,5852.5,9.09,1.95,18.0,L,5960.5,0,12.04,4.01
ECO07307,203.186,0.769,6529.3,9.57,2.03,14.4,L,6529.3,1,11.06,0.95
ECO07308,172.129,0.783,5809.2,8.61,1.12,10.0,L,5809.2,1,10.78,0.75
ECO07309,133.725,49.161,2920.0,9.87,1.07,28.2,L,2920.0,1,11.42,0.42
ECO07310,151.306,21.456,5481.3,10.01,0.87,35.7,L,5481.3,1,11.67,0.19
ECO07311,182.833,0.805,6277.3,9.05,0.82,23.4,L,6063.6,0,12.08,3.8
ECO07312,151.799,0.809,6214.8,8.67,1.12,25.2,L,6214.8,1,10.94,1.4
ECO07313,187.653,0.846,6782.3,9.37,1.82,21.8,L,6752.1,0,12.76,2.83
ECO07314,172.953,0.863,7449.8,9.83,1.01,15.1,L,7449.8,1,11.09,0.22
ECO07315,148.846,0.879,4787.8,8.71,0.89,13.9,L,4787.8,1,10.83,0.29
ECO07316,156.366,0.884,6595.8,8.69,0.98,7.8,L,6614.8,0,11.07,0.9
ECO07317,156.313,0.893,6633.7,8.83,0.78,12.5,L,6614.8,1,11.07,0.86
ECO07318,183.128,0.894,6191.1,8.53,1.05,17.6,L,6191.1,1,10.77,1.93
ECO07319,189.941,0.898,4673.6,9.31,1.43,12.4,E,4673.6,1,10.98,0.54
ECO07320,151.341,19.286,3634.8,9.47,1.01,31.9,L,3682.9,1,11.36,0.54
ECO07321,168.706,0.906,5633.0,8.75,1.2,9.8,L,5633.0,1,10.84,0.27
ECO07322,211.369,0.927,7401.8,8.79,0.7,14.2,L,7432.2,0,11.21,0.89
ECO07323,202.724,0.938,6405.3,8.87,1.5,12.6,E,6405.3,1,10.86,1.11
ECO07324,211.346,0.944,7462.5,9.09,1.13,24.4,L,7432.2,1,11.21,0.87
ECO07325,170.056,0.943,6800.5,8.35,1.0,7.7,L,6772.3,0,11.17,0.67
ECO07326,157.405,0.951,6573.6,9.49,0.96,16.5,L,6573.6,1,11.2,0.9
ECO07327,182.783,0.957,6100.9,8.91,1.52,7.1,L,6063.6,0,12.08,3.94
ECO07328,187.922,0.959,6842.5,9.45,2.21,8.6,E,6842.5,1,10.92,2.36
ECO07329,185.928,0.962,7090.8,9.19,0.82,12.2,L,7090.8,1,11.07,0.6
ECO07330,178.182,0.975,7328.0,8.75,1.06,15.2,L,7328.0,1,10.91,0.15
ECO07331,151.346,19.272,3731.0,8.71,0.73,21.7,L,3682.9,0,11.36,0.54
ECO07332,190.239,0.987,6825.6,8.99,1.77,8.7,E,6791.8,0,11.39,1.02
ECO07333,166.312,0.989,6282.3,9.35,1.05,20.1,L,6282.3,1,11.14,0.4
ECO07334,182.945,0.989,6091.3,9.13,1.86,12.7,L,6091.3,1,10.83,3.48
ECO07335,197.209,1.002,5423.3,8.85,1.56,7.3,E,5423.3,1,10.8,1.04
ECO07336,155.779,1.006,6314.6,8.55,0.77,5.2,E,6314.6,1,10.85,1.51
ECO07337,155.983,1.033,6616.9,8.37,1.0,7.3,L,6616.9,1,10.8,0.74
ECO07338,147.999,1.046,6159.1,8.55,1.09,12.4,L,6003.2,0,11.99,1.44
ECO07339,142.944,1.057,6958.7,8.61,0.91,9.0,L,6958.7,1,10.84,0.43
ECO07340,182.655,1.065,6387.6,8.55,1.22,21.0,L,6387.6,1,10.87,0.42
ECO07341,170.107,1.067,6744.1,9.17,1.05,15.2,L,6772.3,1,11.17,0.7
ECO07342,151.327,5.57,6704.7,10.41,2.46,14.3,E,6704.7,1,11.48,0.29
ECO07343,152.735,1.072,6281.2,9.19,0.89,14.1,L,6281.2,1,11.07,0.87
ECO07344,186.982,1.116,7073.2,8.39,1.18,5.7,L,7073.2,1,10.78,0.51
ECO07345,172.45,1.138,4904.0,8.73,0.83,15.8,L,4904.0,1,10.87,0.25
ECO07346,135.478,1.172,5612.3,9.09,1.0,20.2,L,5612.3,1,11.03,0.4
ECO07347,154.606,1.183,6312.1,8.73,0.79,23.1,L,6312.1,1,10.94,0.83
ECO07348,144.111,1.191,4701.6,8.21,0.78,9.1,L,4717.9,0,11.4,0.99
ECO07349,192.878,1.195,6882.9,8.89,0.82,9.3,L,6882.9,1,10.97,0.37
ECO07350,181.228,1.215,6238.6,9.63,1.48,16.0,L,6238.6,1,11.1,1.34
ECO07351,184.898,1.217,6254.1,8.59,1.24,9.7,L,6254.1,1,10.79,0.87
ECO07352,171.674,1.242,5775.4,8.67,1.14,15.2,L,5775.4,1,10.9,0.63
ECO07353,151.328,2.496,6418.1,10.23,1.69,19.1,L,6634.0,1,11.73,1.36
ECO07354,153.105,1.246,6244.5,8.87,1.02,17.6,L,6244.5,1,10.94,0.85
ECO07355,157.121,1.25,6506.5,8.89,1.02,14.7,L,6450.4,0,11.31,1.57
ECO07356,169.771,1.252,6694.4,8.85,1.13,14.3,L,6694.4,1,10.86,0.68
ECO07357,190.084,1.273,4628.4,8.47,0.98,9.9,L,4628.4,1,10.8,0.49
ECO07358,140.065,1.289,5048.0,9.93,2.23,24.5,E,5048.0,1,11.18,1.66
ECO07359,205.075,1.293,6840.4,8.55,0.97,10.6,L,6840.4,1,10.79,1.05
ECO07360,180.382,1.296,6664.2,9.31,1.18,14.8,L,6664.2,1,11.08,0.35
ECO07361,187.922,1.306,6902.8,8.87,1.41,9.0,L,6899.8,1,10.94,1.3
ECO07362,183.038,1.311,5931.6,9.15,1.17,17.3,L,6072.2,0,11.36,3.35
ECO07363,151.35,0.544,6218.7,10.61,2.21,25.5,L,6146.8,0,12.72,1.3
ECO07364,150.21,1.336,6239.6,9.13,0.97,18.3,L,6239.6,1,10.98,0.63
ECO07365,173.911,1.358,5201.7,8.75,0.78,8.7,L,5201.7,1,10.95,0.35
ECO07366,199.689,1.386,7043.1,10.03,2.2,13.1,L,7043.1,1,11.35,0.76
ECO07367,156.919,1.437,6539.0,8.79,0.81,21.1,L,6539.0,1,10.93,1.32
ECO07368,158.885,1.448,6378.3,8.57,0.68,21.4,L,6378.3,1,10.89,0.45
ECO07369,182.178,1.456,5419.3,8.89,1.09,7.6,L,5419.3,1,10.93,0.35
ECO07370,180.926,1.457,6103.3,8.91,1.02,13.1,L,6103.3,1,10.91,5.3
ECO07371,140.293,1.473,4713.6,9.89,2.16,15.2,E,4713.6,1,11.15,0.53
ECO07372,208.832,1.489,3788.3,8.45,1.01,15.3,L,3788.3,1,10.79,0.17
ECO07373,213.205,1.489,5295.3,8.95,1.12,10.1,L,5295.3,1,10.96,0.46
ECO07374,203.918,1.508,6879.5,8.67,1.22,15.4,L,6879.5,1,10.8,0.83
ECO07375,181.237,1.508,5884.1,9.31,1.39,26.2,L,6023.5,0,12.37,7.46
ECO07376,178.509,1.549,5910.3,8.73,0.6,15.1,L,5910.3,1,10.85,0.89
ECO07377,203.911,1.555,5380.8,8.79,0.96,35.1,L,5271.4,0,12.0,0.59
ECO07378,195.068,1.558,6070.5,8.43,1.01,10.7,L,6070.5,1,10.79,0.23
ECO07379,181.289,1.559,6250.3,8.91,1.64,16.9,L,6023.5,0,12.37,7.67
ECO07380,181.175,1.602,5939.4,9.57,1.88,17.3,L,6023.5,0,12.37,7.75
ECO07381,197.393,1.624,5846.8,9.09,0.94,8.8,L,5846.8,1,11.03,0.4
ECO07382,181.239,1.635,5987.1,8.99,2.0,13.1,L,6023.5,0,12.37,7.77
ECO07383,181.883,1.637,5785.1,8.91,0.79,20.1,L,5836.9,0,11.48,3.06
ECO07384,151.396,3.053,6923.4,9.95,1.32,21.3,L,6982.1,1,11.72,0.37
ECO07385,181.328,1.638,5449.8,9.19,2.09,8.4,E,5993.4,0,13.95,7.64
ECO07386,169.619,1.664,6678.6,8.85,1.23,12.6,L,6678.6,1,10.89,0.72
ECO07387,181.076,1.7,6658.7,9.51,2.27,9.0,E,5993.4,0,13.95,6.16
ECO07388,154.309,1.72,6531.1,8.59,1.0,11.4,L,6531.1,1,10.85,0.23
ECO07389,205.823,1.73,7396.4,8.35,0.99,10.8,L,7396.4,1,10.75,0.31
ECO07390,166.457,1.745,6264.2,8.61,1.2,13.7,L,6264.2,1,10.79,0.4
ECO07391,181.115,1.749,6508.1,9.13,2.06,10.2,E,5993.4,0,13.95,7.74
ECO07392,180.636,1.749,5626.6,9.11,1.93,19.1,E,5626.6,1,10.86,0.78
ECO07393,181.334,1.779,5667.1,9.61,2.29,13.0,E,5993.4,0,13.95,7.94
ECO07394,151.435,10.277,7057.1,10.51,2.29,22.4,E,7057.1,1,11.72,0.41
ECO07395,170.317,1.785,7064.5,8.75,1.03,6.0,L,7064.5,1,10.85,0.61
ECO07396,186.262,1.794,6780.5,8.69,1.23,12.0,L,6780.5,1,10.78,0.81
ECO07397,184.509,1.795,7444.2,9.21,1.02,15.2,L,7444.2,1,11.15,0.24
ECO07398,180.886,1.803,5807.6,8.67,1.79,17.0,L,5993.4,0,13.95,6.17
ECO07399,212.551,1.818,7397.8,9.89,2.03,12.1,L,7397.8,1,11.24,0.88
ECO07400,181.226,1.821,5637.0,9.61,2.29,11.1,E,5993.4,0,13.95,8.02
ECO07401,199.867,1.829,7026.9,8.43,1.06,7.3,L,7026.9,1,10.79,0.56
ECO07402,182.305,1.837,5681.4,8.91,1.35,10.5,L,5681.4,1,10.82,0.97
ECO07403,181.145,1.842,5848.2,9.21,2.1,7.8,E,5993.4,0,13.95,8.03
ECO07404,140.124,1.848,4843.3,8.53,0.76,15.2,L,4843.3,1,10.85,1.06
ECO07405,151.463,12.961,2660.5,9.55,2.14,13.3,E,2660.5,1,11.0,0.93
ECO07406,181.062,1.867,6107.6,9.33,2.15,7.1,E,5993.4,0,13.95,7.65
ECO07407,181.499,1.886,5701.9,9.17,1.84,18.2,L,5993.4,0,13.95,7.39
ECO07408,181.153,1.893,5968.2,10.77,2.12,107.3,L,5993.4,0,13.95,7.58
ECO07409,171.54,1.896,6789.7,9.19,0.82,12.2,L,6728.9,0,12.01,1.09
ECO07410,181.233,1.901,5706.8,9.15,2.16,10.4,E,5993.4,0,13.95,6.97
ECO07411,147.521,1.925,7457.6,8.91,0.59,25.3,L,7457.6,1,10.91,0.49
ECO07412,224.029,1.925,6661.2,8.83,0.83,10.7,L,6661.2,1,10.95,0.31
ECO07413,180.346,1.926,5399.3,9.37,1.42,13.1,L,5399.3,1,11.05,0.33
ECO07414,147.86,1.931,7244.1,9.01,0.85,13.3,L,7269.1,0,11.29,0.74
